epoch,G_loss,D_loss,kimg_acu,kimg,run_id,,
14.2620138,0.749654911,1.341077024,572.1919937,100.0319977,00006-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
14.3617147,0.763008258,1.328055309,576.1919937,104.0319977,00006-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
14.4614156,0.801340932,1.310798858,580.1919937,108.0319977,00006-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
14.56111649,0.755324388,1.317746881,584.1919937,112.0319977,00006-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
14.66081739,0.75247259,1.324589577,588.1919937,116.0319977,00006-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
14.76051829,0.77733452,1.299936257,592.1919937,120.0319977,00006-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
14.86021919,0.748338724,1.328296515,596.1919937,124.0319977,00006-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
14.86101679,0.784318924,1.314940929,596.2239937,0.032000002,00007-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
14.96071769,0.790481331,1.287473327,600.2239938,4.032000065,00007-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
15.06041858,0.816187076,1.269919294,604.2239933,8.031999588,00007-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
15.16011947,0.772500077,1.29151855,608.2239933,12.03199959,00007-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
15.25982037,0.837010752,1.25622462,612.2239933,16.03199959,00007-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
15.35952127,0.857462495,1.243954402,616.2239933,20.03199959,00007-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
15.45922217,0.817353212,1.256783282,620.2239933,24.03199959,00007-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
15.55892306,0.814410195,1.255918672,624.2239933,28.03199959,00007-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
15.65862401,0.806274606,1.270126456,628.2239952,32.0320015,00007-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
15.75832491,0.838539925,1.262379181,632.2239952,36.0320015,00007-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
15.8580258,0.791067451,1.274885526,636.2239952,40.0320015,00007-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
15.9577267,0.846020383,1.230611684,640.2239952,44.0320015,00007-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
16.0574276,0.84512288,1.239346472,644.2239952,48.0320015,00007-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
16.15712849,0.846963102,1.238402267,648.2239952,52.0320015,00007-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
16.25682939,0.845723326,1.218434936,652.2239952,56.0320015,00007-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
16.35653029,0.820900491,1.239623621,656.2239952,60.0320015,00007-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
16.45623109,0.806688173,1.260354271,660.2239914,64.03199768,00007-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
16.55593199,0.856518583,1.22588097,664.2239914,68.03199768,00007-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
16.65563289,0.792479046,1.273990431,668.2239914,72.03199768,00007-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
16.75533378,0.810082907,1.257499045,672.2239914,76.03199768,00007-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
16.85503468,0.815338223,1.248278841,676.2239914,80.03199768,00007-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
16.95473558,0.849940189,1.232862699,680.2239914,84.03199768,00007-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
